振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
トーア実業(株),4.02.28,4.07.05,広島,銀山町,5000000,,東亜熱研(株)
,4.02.28,4.07.05,広島,銀山町,1399783,,東亜熱研(株)
〃,4.03.31,4.08.05,広島,銀山町,5000000,,東亜熱研(株)
〃,4.03.31,4.08.05,広島,銀山町,3000000,,東亜熱研(株)
〃,4.03.31,4.08.05,広島,銀山町,706008,,東亜熱研(株)
日本カーボンエンジニアリング(株),4.03.24,4.07.31,北陸,大沢野,2199450,,
日本表面化学(株),4.03.25,4.05.05,西日本シティ,本店営業部,5000000,,石田産業(株)
〃,4.03.25,4.07.20,関西みらい,今里,3245902,,(株)遠山
日本金属(株),4.03.25,4.07.05,みずほ,大手町営業部,571952,,
山一化成(株),4.03.31,4.06.10,福井,本店営業部,202981,,フクビ化学工業(株)
〃,4.03.31,4.06.17,百五,四日市西,228162,,(株)誠文社
〃,4.03.31,4.07.10,埼玉りそな,和光,1103795,,(株)商業資材センタ
〃,4.03.31,4.07.15,三菱,蓮田,1191453,,
(株)永廣堂本店,4.03.31,4.06.30,三菱,新大阪北,1756536,,
ダイヤ製薬(株),4.03.14,4.07.15,南部,坊城,3000000,,
,,,,,33606022,,
合計,,,,,78683365,,
