振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
(株)三共建殿,4.12.12,5.4.10,,,950000,,
中央建設(株),5.1.10,5.4.10,,,16591244,,
小計,,,,,17541244,,
中央建設(株),5.2.10,5.5.10,,,19580000,,
(株)片山組,5.1.25,5.5.22,,,9840000,,
河端建設(株),5.1.25,5.5.31,,,4200000,,
小計,,,,,33620000,,
中央建設(株),5.3.10,5.6.10,,,17000000,,
(株)片山組,5.2.27,5.6.20,,,6260000,,
(株)東映建工,5.2.10,5.6.30,,,2772000,,
河端建設(株),5.3.31,5.6.30,,,460000,,
小計,,,,,26492000,,
小川建設(株),5.3.20,5.7.20,,,410000,,
(株)片山組,5.3.27,5.7.20,,,6050000,,
小計,,,,,6460000,,
受取手形合計,,,,,84113244,,
(株)守谷商会,5.2.6,5.4.5,,,8462340,,でんさい
(株)守谷商会,4.12.5,5.4.5,,,5352340,,でんさい
白石建殻(株),4.12.5,5.4.5,,,4500000,,でんさい
(株)合田工務店,4.12.12,5.4.10,,,46200000,,でんさい
(株)協栄組,4.12.15,5.4.17,,,1200000,,でんさい
コーナン建殻(株),4.12.26,5.4.24,,,2450000,,でんさい
小計,,,,,68164680,,
計,,,,,,,
