"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"マクセルクレハ","","R5.4.20","","","1265000","",""
"(株)セキソー","","R5.5.5","","","2740210","",""
"三井住友ファイナンス&リース","","R5.4.30","","","10000000","三井住友銀行東京営業部","割引手形"
"〃","","R5.4.30","","","5000000","三井住友銀行東京営業部","割引手形"
"〃","","R5.4.30","","","2193000","三井住友銀行東京営業部","割引手形"
"(株)タケヒロ","","R5.5.31","","","2670800","",""
"マクセルクレハ(株)","","R5.6.20","","","148500","",""
"三和工業(株)","","R5.5.31","","","1882430","",""
"三井住友ファイナンス&リース","","R5.5.31","","","10000000","",""
"〃","","R5.5.31","","","1341000","",""
"三井屋工業(株)","","R5.5.31","","","9350000","",""
"(株)セキソー","","R5.7.5","","","913000","",""
"三和工業(株)","","R5.6.30","","","2167660","",""
"三井住友ファイナンス&リース","","R5.6.30","","","20000000","",""
"〃","","R5.6.30","","","5000000","",""
"〃","","R5.6.30","","","2390000","",""
"三井屋工業(株)","","R5.6.30","","","20000000","",""
"〃","","R5.6.30","","","3000000","",""
"〃","","R5.6.30","","","650000","",""
"(株)HOWA","","R5.6.30","","","1496000","",""
"盟和産業(株)","","R5.4.25","","","13310000","",""
"(株)HOWA","","R5.5.1","","","25388000","",""
"盟和産業(株)","","R5.5.25","","","20570000","",""
"計","","","","","","",""
