"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)三翠社","令5-9-29","令6-2-1","三井住友銀行","堺","829510","",""
"(株)くろがね工作所","令5-7-14","令5-10-31","三菱UFJ銀行","大阪駅前","4733052","",""
"(株)リケン環境システム","令5-8-31","令5-12-28","みずほJ銀行","本店","1000000","",""
"手持手形計","","","","","6562562","",""
"(株)くろがね工作所","令5-7-14","令5-10-31","三菱UFJ銀行","大阪駅前","6000000","埼玉りそな銀行八潮",""
"割引手形計","","","","","6000000","",""
"(株)くろがね工作所","令5-7-14","令5-10-31","三菱UFJ銀行","大阪駅前","1170721","(株)シンエー",""
"〃","令5-7-14","令5-10-31","〃","〃","1014148","(株)斉藤材木店",""
"〃","令5-7-14","令5-10-31","〃","〃","1590276","〃",""
"〃","令5-7-14","令5-10-31","〃","〃","1892966","(株)シンエー",""
"〃","令5-7-14","令5-10-31","〃","〃","7558487","(株)クライムトップ",""
"〃","令5-7-31","令5-11-30","〃","〃","145475","(株)斉藤材木店",""
"〃","令5-8-31","令5-12-31","〃","〃","370150","(株)シンエー",""
"(株)三翠社","令5-7-31","令5-12-1","三井住友銀行","堺","444070","(株)斉藤材木店",""
"〃","令5-8-31","令6-1-1","〃","〃","456610","(株)シンエー",""
"(株)リケン環境システム","令5-8-31","令5-12-28","みずほ銀行","本店","4000000","(株)ジャパン建材",""
"〃","令5-8-31","令5-12-28","〃","〃","610000","〃",""
"裏書手形計","","","","","19252903","",""
"合計","","","","","31815465","",""
