"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"津根マシンツール(株)","4.3.20","4.8.31","","","291500","",""
"高村建材工葉(株)","4.3.22","4.7.8","","","160000","",""
"(株)ヤナギヤ","4.3.25","4.8.1","","","553996","",""
"共和コンクリート工業(株)","4.3.31","4.8.1","","","2686618","",""
"北進重量運輸(株)","4.3.31","4.7.11","","","1632250","",""
"(株)サンキェウ・トランスポート・中国","4.3.31","4.8.1","","","374000","",""
"共和コンクリート工業(株)","4.3.31","4.8.1","","","2411794","",""
"城西物流倉庫(株)","4.3.31","4.7.25","","","401500","",""
"大森運送(株)","4.3.31","4.5.31","","","224000","",""
"共和コンクリート工業(株)","4.3.31","4.6.30","","","2138345","",""
"計","","","","","50578218","",""
