振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
四国医療器(株)高知支店,R5.3.9,R5.6.5,,,467379,みずほ銀行自由が丘支店,
望星サイエンス(株),R5.3.31,R5.6.5,,,338514,三井住友銀行自由が丘支店,
(株)琉球光和,R5.3.16,R5.6.7,,,1676411,三井住友銀行自由が丘支店,
(株)青木器械店,R5.2.8,R5.6.10,,,1048755,,
(株)安中集栄堂,R5.3.10,R5.6.10,,,330778,三井住友銀行自由が丘支店,
マコト医科精機(株),R5.3.13,R5.6.10,,,232683,三井住友銀行自由が丘支店,
四国医療器(株),R5.3.13,R5.6.10,,,367208,三井住友銀行自由が丘支店,
(株)エヒメ医療器,R5.4.12,R5.6.10,,,2362074,みずほ銀行自由が丘支店,
カナヤ医科器械(株),R5.3.13,R5.6.15,,,597942,三井住友銀行自由が丘支店,
カナヤ医科器械(株)山口東(営),R5.3.13,R5.6.15,,,172975,三井住友銀行自由が丘支店,
カナヤ医科器械(株)北九州(営),R5.3.13,R5.6.15,,,108449,三井住友銀行自由が丘支店,
(株)イノメディックス,R5.3.16,R5.6.15,,,717728,三井住友銀行自由が丘支店,
日本メディカルプロダクツ(株),R5.3.22,R5.6.15,,,2356002,三井住友銀行自由が丘支店,
(株)常光,R5.3.20,R5.6.16,,,263395,三井住友銀行自由が丘支店,
(株)ホギメディカル,R5.2.14,R5.6.20,,,5000000,三井住友銀行自由が丘支店,
〃,R5.2.14,R5.6.20,,,600540,三井住友銀行自由が丘支店,
(株)カジノ医科工業,R5.3.7,R5.6.20,,,250811,みずほ銀行自由が丘支店,
五十嵐医科工業(株),R5.3.13,R5.6.20,,,322410,みずほ銀行自由が丘支店,
(株)名古屋医理科商会,R5.3.20,R5.6.20,,,446017,みずほ銀行自由が丘支店,
(株)八神製作所,R5.3.20,R5.6.20,,,399058,みずほ銀行自由が丘支店,
山下医科器械(株)福岡本社,R5.3.30,R5.6.20,,,826177,みずほ銀行自由が丘支店,
石黒メディカルシステム(株),R5.3.31,R5.6.20,,,866275,みずほ銀行自由が丘支店,
大島器械(株),R5.4.12,R5.6.20,,,736670,,
計,,,,,,,
