"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"サンエープラスチック工業(株)","R5.3.31","R5.8.5","商工組合中央金庫/熊本支店","","2576200","熊本中央信用金庫/八代支店",""
"〃","R5.4.28","R5.9.5","商工組合中央金庫/熊本支店","","2648470","熊本銀行/松江通支店",""
"〃","R5.5.31","R5.10.5","商工組合中央金庫/熊本支店","","5000000","熊本中央信用金庫/八代支店",""
"〃","R5.6.30","R5.11.5","商工組合中央金庫/熊本支店","","865480","",""
"みづほ工業(株)","R5.3.31","R5.7.31","三井住友銀行/大阪本店","","3000000","南日本銀行/八代支店",""
"〃","R5.3.31","R5.7.31","三井住友銀行/大阪本店","","630000","南日本銀行/八代支店",""
"日本原料(株)","R5.4.30","R5.9.30","川崎信用金庫/本店","","227700","熊本銀行/松江通支店",""
"川田建設(株)","R5.6.20","R5.10.17","北陸銀行/熊本支店","","109481","",""
"計","","","","","15057331","",""
"","","","","","","割引手形計14,082,370円",""
"計","","","","","15057331","",""
