"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"松吉医科器械(株)","5.7.31","5.10.31","","","579868","","受取手形"
"松吉医科器械(株)","5.8.31","5.11.30","","","440036","","受取手形"
"東和科学","5.8.15","5.11.15","","","125381","","受取手形"
"受取手形合計","","","","","1145285","",""
"マテリクス","5.6.30","5.9.30","","","560316","","電子記録債権"
"マテリクス","5.7.31","5.10.31","","","679682","","電子記録債権"
"マテリクス","5.8.31","5.11.30","","","1035205","","電子記録債権"
"(株)イノメディックス","5.6.15","5.9.15","","","3725334","","電子記録債権"
"(株)イノメディックス","5.7.15","5.10.15","","","3605191","","電子記録債権"
"(株)イノメディックス","5.8.15","5.11.15","","","3563577","","電子記録債権"
"(株)栗原医療器械店","5.6.30","5.9.30","","","318384","","電子記録債権"
"(株)栗原医療器械店","5.8.1","5.9.30","","","308484","","電子記録債権"
"(株)栗原医療器械店","5.8.20","5.9.15","","","245520","","電子記録債権"
"(株)アグリス","5.8.30","5.10.31","","","300256","","電子記録債権"
"電子記録債権計","","","","","14341949","",""
"計","","","","","15487234","",""
