"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"イトマン(株)","","R5.5.8","","","2904696","","手持手形"
"イトマン(株)","","R5.7.8","","","2713296","","〃"
"イトマン(株)","","R5.6.8","","","2349196","","〃"
"服部製紙","","R5.7.10","","","1816100","","〃"
"日本モウルド工業","","R5.4.5","","","1535622","","〃"
"その他","","","","","2032728","","〃"
"手持手形計","","","","","13351638","",""
"服部製紙","","R5.5.10","","","2086700","","裏書譲渡手形"
"服部製紙","","R5.4.10","","","1739100","","〃"
"日本モウルド工業","","R5.6.5","","","794046","","〃"
"アイム","","R5.4.30","","","449435","","〃"
"その他","","","","","942716","","〃"
"裏書手形計","","","","","6011997","",""
"計","","","","","19363635","",""
