"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)双文社印刷","令4.10.11","令4.10.10","みずほ銀行","池袋西口","1333684","",""
"〃","令4.5.10","令4.11.10","〃","〃","1499740","",""
"〃","令4.6.10","令4.12.10","〃","〃","735460","",""
"〃","令4.7.11","令5.1.10","〃","〃","1162012","",""
"(株)新寿堂","令4.7.25","令4.11.10","みずほ銀行","銀座中央","5000000","",""
"〃","令4.7.25","令4.11.10","〃","〃","1924308","",""
"(株)太平印刷社","令4.7.31","令4.10.31","三井住友銀行","新橋","1446720","",""
"(株)リーブルテック","合4.7.29","令4.9.30","みずほ銀行","王子","2631641","",""
"港北メディアサービス(株)","令4.7.29","令4.11.30","みずほ銀行","高田馬場","372680","",""
"手持手形計","","","","","16106245","",""
"(株)双文社印刷","令4.2.10","令4.8.10","みずほ銀行","池袋西口","1406240","城北倍用金庫/戸田",""
"〃","令4.3.10","令4.9.10","〃","〃","2613193","〃",""
"(株)新寿堂","令4.5.10","令4.9.10","みずほ銀行","銀座中央","5000000","文化産業新組/本店",""
"〃","令4.6.25","令4.10.10","〃","〃","5000000","巣鴨信用金庫/西戸田",""
"(株)太平印刷社","令4.4.30","令4.7.31","三井住友銀行","新橋","1995730","川口信用金庫/戸田北",""
"〃","令4.5.31","令4.8.31","〃","〃","1557600","城北信用金庫/戸田",""
"〃","令4.6.30","令4.9.30","〃","〃","1479500","〃",""
"(株)シーフォース","令4.5.6","令4.8.15","三菱UFJ","飯田橋","323762","川口信用金庫/戸田北",""
"〃","令4.6.6","令4.9.15","〃","〃","270160","巣嶋信用金庫/西戸田",""
"〃","令4.7.5","令4.10.15","〃","〃","540540","城北信用金庫/戸田",""
"(株)リーブルテック","令4.5.31","令4.7.31","みずほ銀行","王子","1711633","〃",""
