"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)キコ・ステンレス","令5.4.28","令5.8.31","三菱UFJ銀行","西院支店","30000000","",""
"(株)キコ・ステンレス","令5.4.28","令5.8.31","三菱UFJ銀行","西院支店","5000000","",""
"(有)エイエスケイ","令5.4.20","令5.8.21","名古屋銀行","刈谷支店","580000","",""
"(株)昇輝","令5.4.28","令5.8.31","北國銀行","金沢西部支店","1669617","",""
"(株)昇輝","令5.4.28","令5.9.30","北國銀行","金沢西部支店","1669617","",""
"名古屋圧延工業(株)","令5.5.10","令5.9.10","名古屋銀行","八熊支店","3821470","",""
"中部ステンレス(株)","令5.5.10","令5.9.5","岡崎信用金庫","熱田支店","2000000","",""
"中部ステンレス(株)","令5.5.10","令5.9.5","岡崎信用金庫","熱田支店","42623","",""
"(株)小河商店","令5.5.10","令5.9.10","三菱UFJ銀行","上前津支店","1821286","",""
"兼岩(株)","令5.3.10","令5.8.5","七十七銀行","一番町支店","383253","",""
"兼岩(株)","令5.4.10","令5.8.10","名古屋銀行","堀田支店","1000000","",""
"(株)ホウキン","令5.5.10","令5.9.10","豊川信用金庫","豊橋支店","4766659","",""
"(株)ホウキン","令5.5.10","令5.9.10","豊川信用金庫","豊橋支店","10000000","",""
"(株)エムズ鋼商","令5.5.10","令5.9.5","百五銀行","江場支店","1286395","",""
"(株)ミツヤ","令5.4.14","令5.8.18","三井住友銀行","名古屋支店","960141","",""
"(株)ミツヤ","令5.4.20","令5.8.31","岐阜信用金庫","平田支店","300000","",""
"(株)神谷商店","令5.4.17","令5.8.15","北陸銀行","金沢中央支店","3100000","",""
"(株)神谷商店","令5.4.20","令5.8.20","大垣共立銀行","東中島支店","296504","",""
"(株)エムワンスチール","令5.5.10","令5.8.10","三菱UFJ銀行","金山支店","2000000","",""
"日鈑商事(株)","令5.5.10","令5.8.31","十六銀行","小田井支店","681813","",""
"日鈑商事(株)","令5.5.20","令5.9.29","岡崎信用金庫","中川支店","3614499","",""
"(株)神明工業","令5.5.20","令5.9.28","三井住友銀行","平野支店","1928420","",""
"光上金属(株)","令5.4.25","令5.9.5","大垣共立銀行","稲沢支店","2353206","",""
"計","","","","","","",""
