"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)中林製作所","4.12.26","5.4.30","","","4585372","",""
"協同硝子(株)","4.12.27","5.5.10","","","5000000","",""
"協同硝子(株)","4.12.27","5.5.10","","","2635870","",""
"フジモリ産業(株)","4.12.28","5.4.30","","","3000000","",""
"紀伊産業(株)","4.12.29","5.4.30","","","2531045","",""
"(株)グラセル","4.12.31","5.4.30","","","5000000","",""
"(株)グラセル","4.12.31","5.4.30","","","3000000","",""
"(株)グラセル","4.12.31","5.4.30","","","755879","",""
"三宝化成(株)","4.12.31","5.4.30","","","358600","",""
"第一化工(株)","5.1.10","5.5.16","","","2291947","",""
"阪神容器(株)","5.1.10","5.5.20","","","9312278","",""
"キョーラク(株)","5.1.10","5.5.10","","","7632110","",""
"ファーマパック(株)","5.1.10","5.5.20","","","4175106","",""
"阪神化成工業(株)","5.1.12","5.5.20","","","1254000","",""
"中央容器(株)","5.1.17","5.5.20","","","281893","",""
"竹本容器(株)","5.1.25","5.5.5","","","4324217","",""
"天龍化学工業(株)","5.1.26","5.5.5","","","1027620","",""
"協同硝子(株)","5.1.26","5.6.10","","","3634636","",""
"フジモリ産業(株)","5.1.31","5.5.31","","","3000000","",""
"フジモリ産業(株)","5.1.31","5.5.31","","","745227","",""
"大商硝子(株)","5.1.31","5.5.20","","","2318451","",""
"中川産業(株)","5.1.31","5.5.25","","","1224520","",""
"(株)グラセル","5.1.31","5.5.31","","","10000000","",""
"計","","","","","","",""
