"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ヒロボー株式会社","令5.3.20","令5.7.20","中国銀行","府中","3212000","","2月請求分"
"割引手形計","","","","","32116360","",""
"大成工業株式会社","令5.4.25","令5.7.31","南都銀行","耳成","1043790","","3月請求分"
"吉村化成株式会社","令5.3.15","令5.7.15","南都銀行","香芝","2425500","","2月請求分"
"株式会社脇坂エンジニアリング","令5.4.20","令5.8.22","りそな銀行","上大","2200000","","3月請求分"
"国光オブラート株式会社","令5.3.10","令5.6.30","静岡銀行","本店","382396","","2月請求分"
"〃","令5.4.10","令5.7.31","〃","〃","143396","","3月請求分"
"三宝化成工業株式会社","令5.2.15","令5.6.5","りそな銀行","江坂","493680","","1月請求分"
"〃","令5.3.15","令5.7.15","〃","〃","1724250","","2月請求分"
"〃","令5.5.15","令5.9.5","みずほ銀行","江坂","895980","","4月請求分"
"ダイシン化工株式会社","令5.2.28","令5.7.10","三菱UFJ銀行","奈良","343481","","1月請求分"
"〃","令5.3.31","令5.8.10","(株)三菱UFJ銀行","奈良","626481","",""
"中国化成工業株式会社","令5.3.20","令5.7.31","商工中金","尼崎","120596","","2月請求分"
"裏書手形計","","","","","10399550","",""
"合計","","","","","61313995","",""
