"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"中越通運(株)","令5.4.20","令5.8.21","第四北越銀行","新潟東大通支店","525000","第四北越銀行天野支居",""
"その他3件","","","","","1042470","",""
"(小計(割引電子債権))","","","","","4692469","",""
"(株)レンタルのニッケン","令5.4.20","令5.8.18","三菱UFJ銀行","本店","431750","","エービーエス新潟(株)"
"(株)ノガミ","令5.4.25","令5.8.25","第四北越銀行","曽野木支店","125400","","太平興業(株)"
"(小計)(裏書電子記録債権))","","","","","557150","",""
"中越通運(株)","令5.7.20","令5.11.20","第四北越銀行","新潟東大通支店","565000","",""
"(株)レンタルのニッケン","令5.7.20","令5.11.20","三菱UFJ銀行","本店","459250","",""
"(株)ノガミ","令5.7.25","令5.11.25","第四北越銀行","曽野木支店","332200","",""
"小計(手持電子記録債権)","","","","","1356450","",""
"計","","","","","","",""
