"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"中山商事(株)","4.11.30","5.3.31","東邦/日立","","1373457","",""
"湘南科学(株)","4.11.30","5.3.31","みずほ/大船","","724724","",""
"(株)三商","4.12.15","5.3.20","三菱UFJ/室町","","2827552","",""
"(株)シバタ医理科","4.12.10","5.3.10","青森/松森町","","456500","",""
"東和科学(株)","4.12.15","5.3.15","三菱UFJ/神保町","","649550","",""
"白井松器械(株)","4.12.12","5.3.31","みずほ/天満橋","","338965","",""
"北海道和光純薬(株)","4.12.12","5.3.10","北海道和光純薬(株)","","542190","",""
"東京硝子器械(株)","4.12.15","5.3.23","三菱UFJ/室町","","3000000","",""
"東京硝子器械(株)","4.12.15","5.3.23","三菱UFJ/室町","","606887","",""
"松吉医科器機(株)","4.12.20","5.3.20","松吉医科器械(株)","","207486","",""
"小西医療器(株)","4.12.20","5.3.20","みずほ/天満橋","","2203311","",""
"(株)新井商会","4.12.29","5.4.10","群馬/高崎","","3575000","",""
"関谷理化(株)","4.12.30","5.3.31","三菱UFJ/日本橋","","1762827","",""
"中国商事(株)","4.12.31","5.4.30","東邦/日立","","2538456","",""
"(株)関薬","4.12.28","5.3.31","三井住友/堂島","","387200","",""
"徳重化学(株)","5.1.10","5.4.10","福岡/赤坂門","","486860","",""
"(株)ホンダ","5.1.10","5.4.10","商工中金/川崎","","438196","",""
"宮田化学(株)","5.1.10","5.4.10","みずほ/池袋西口","","696080","",""
"東和科学(株)","5.1.16","5.4.15","三菱UFJ/神保町","","1002628","",""
"北海道和光純薬(株)","5.1.12","5.4.10","北洋/北七条","","2454045","",""
"高山理化精機(株)","5.1.16","5.5.31","りそな/松本","","116050","",""
"白井松器械(株)","5.1.17","5.4.3","みずほ/天満橋","","1683550","",""
"東京硝子器械(株)","5.1.16","5.4.23","三菱UFJ/室町","","3000000","",""
"計","","","","","","",""
