"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)造船ニュース社","令4・11・10","令5・2・28","","","147000","",""
"協友印刷(株)","令4・11・10","令5・2・28","","","101200","",""
"(株)高速","令4・12・31","令5・3・31","","","211997","",""
"(株)造船ニュース社","令5・1・10","令5・4・28","","","147000","",""
"(株)環境新聞社","令5・1・31","令5・5・31","","","2503094","",""
"(株)創新社","令5・1・3","令5・5・6","","","323180","",""
"大志印刷(株)","令5・1・31","令5・6・1","","","968774","",""
"(株)イヤサカ","令5・1・18","令5・6・5","","","103840","",""
"岩岡印刷工業(株)","令4・10・5","令5・2・5","","","209990","",""
"〃","令4・11・7","令5・3・5","","","364639","",""
"〃","令4・12・9","令5・4・9","","","408540","",""
"合計","","","","","5489254","",""
"","","","","","0","","他に割引手形12,414,256円"
"計","","","","","5489254","",""
