"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(有)横手鉄工所他1件","令5.7.10","","","","4702921","",""
"(株)富士カガク他2件","令5.7.18","","","","10112598","",""
"七王工業(株)他3件","令5.7.18","","","","9196594","",""
"讃光工業(株)他1件","令5.7.25","","","","7040634","",""
"ユニコム(株)他1件","令5.7.25","","","","4490019","",""
"(株)サンテック他7件","令5.7.31","","","","21843205","",""
"摂陽明正(株)他1件","令5.8.15","","","","6854219","",""
"東亜機工(株)","令5.8.16","","","","9899699","",""
"サンテック他10件","令5.8.31","","","","19713281","",""
"その他諸口","","","","","20564407","",""
"電債手形計","","","","","114417577","",""
"合計","","","","","202982486","",""
