"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ティーエスアルフレッサ(株)","5.2.28","5.5.22","三菱UFJ/広島中央","","2135479","",""
"林純薬工業(株)","5.2.28","5.6.30","商工中金/大阪","","777117","",""
"石黒メディカルシステム(株)","5.2.28","5.5.20","三井住友/京都","","357016","",""
"東北化学薬品(株)","5.2.28","5.5.31","みちのく/弘前営業部","","1005918","",""
"(株)ディーソルメディックス","5.2.28","5.6.5","東京シティ/本店","","1517314","",""
"八洲貿易(株)","5.2.28","5.5.31","みずほ/赤坂","","206184","",""
"アドバンテック東洋(株)","5.2.28","5.7.18","三菱UFJ/日本橋","","292380","",""
"(株)栗原医療器械店","5.2.28","5.5.31","群馬/太田","","278091","",""
"八洲薬品(株)","5.2.27","5.5.11","三菱UFJ/天満","","769197","",""
"竹内化学(株)","5.2.27","5.5.25","紀陽/屋形","","817388","",""
"四国薬業(株)","5.2.27","5.5.31","伊予/本店営業部","","696014","",""
"中北薬品(株)","5.2.21","5.4.30","三菱UFJ/大津町","","728169","",""
"島津理化","5.2.28","5.6.5","三菱UFJファクター","","2259400","",""
"(株)スズケン","5.2.28","5.5.1","三菱UFJファクター","","11238810","",""
"小計","","","","","289999214","",""
"計","","","","","289999214","",""
