"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)北原産業","5.4.18","5.6.22","","","438350","",""
"大豊紙器印刷(株)","5.3.10","5.7.5","","","394363","",""
"王子パッケージング(株)","5.3.15","5.7.20","","","306759","",""
"泰輝印刷(株)","5.3.10","5.7.5","","","326235","",""
"幸伸(株)","5.3.28","5.7.15","","","411115","",""
"(株)あかね書房","5.4.6","5.7.6","","","500000","",""
"(株)シェーネプリント","5.4.10","5.7.5","","","387597","",""
"(有)吉波パッケージ","5.4.20","5.7.20","","","518980","",""
"渡部産業(株)","5.4.20","5.7.31","","","499180","",""
"河原紙器(株)","5.4.25","5.7.20","","","1965700","",""
"平和紙工(株)","5.4.28","5.7.31","","","1421527","",""
"日本カードプロダクツ(株)","5.4.28","5.7.25","","","4276498","",""
"(株)アートパッケージング","5.4.5","5.8.5","","","559295","",""
"泰輝印刷(株)","5.4.10","5.8.5","","","506066","",""
"(株)尚山堂","5.4.18","5.7.31","","","381406","",""
"(株)ゴードー","5.4.25","5.8.31","","","329520","",""
"(有)東京モア","5.4.25","5.8.25","","","465036","",""
"武川産業(株)","5.4.27","5.8.31","","","1383519","",""
"鬼怒パッケージ(株)","5.4.28","5.8.31","","","1233651","",""
"(株)ノースポール","5.4.28","5.8.18","","","1413082","",""
"小田原紙器工業(株)","5.4.30","5.8.31","","","961815","",""
"大光印刷(株)東京本社","5.4.28","5.8.20","","","4731936","",""
"大日本図書(株)","5.4.23","5.8.27","","","820953","",""
"合計","","","","","","",""
