振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
デンオン機器(株),4.11.10,5.3.10,,,929214,裏書,
鈴木精器工業所,4.11.28,5.3.31,,,6081896,,
超音波工業(株),4.11.30,5.3.31,,,1900000,,
日本電子(株),4.11.30,5.3.31,,,3000000,,
日本電子(株),4.11.30,5.3.31,,,730449,,
デンオン機器(株),4.12.12,5.4.10,,,1211265,裏書,
超音波工業(株),4.12.26,5.4.30,,,1850000,,
日本電子(株),4.12.28,5.4.30,,,2625425,,
デンオン機器(株),5.1.10,5.6.10,,,1530012,裏書,
JUKI(株),5.1.20,5.5.20,,,700920,,
二九精密機械工業(株),5.1.20,5.5.22,,,5946600,,
超音波工業(株),5.1.31,5.3.31,,,1050000,,
日本電子(株),5.1.31,5.5.31,,,2348033,,
(株)第一ダイヤ,5.1.31,5.6.10,,,400000,,
デンオン機器(株),5.2.10,5.6.10,,,1228365,裏書,
超音波工業(株),5.2.28,5.6.30,,,750000,,
日本電子(株),5.2.28,5.6.30,,,1590640,,
(株)第一ダイヤ,5.2.28,5.7.8,,,400000,,
計,,,,,34273319,,
