"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"日軽興業(株)","令4.9.26","令5.3.5","常陽銀行白河","","1449000","",""
"日軽興業(株)","令4.9.26","令5.3.5","常陽銀行白河","","5000000","",""
"(株)グラベルクリーン","令4.10.31","令5.3.5","十六銀行蘇原","","413217","",""
"(株)シンコーサービス","令4.10.31","令5.3.7","福岡黒崎","","843590","",""
"(株)ユダ工業","令4.11.10","令5.3.10","大垣共立扶桑","","524772","",""
"(有)シンコーサービス","令4.10.31","令5.3.27","西日本シティ八幡駅前","","843590","",""
"(株)丸昌","令4.11.25","令5.3.31","関西みらい堺筋本町","","430095","",""
"日軽興業(株)","令4.10.25","令5.4.5","常陽白河","","550000","",""
"(株)グラベルクリーン","令4.11.30","令5.4.5","十六蘇原","","9679490","",""
"(株)グラベルクリーン","令4.12.28","令5.4.5","十大蘇原","","1013870","","(株)権平工作所"
"福田道路(株)","令5.2.6","令5.4.5","三菱UFJ新潟","","347600","","(株)権平工作所"
"(株)丸昌","令4.12.23","令5.4.30","関西みらい堺筋本町","","18422913","",""
"新興工機(株)","令4.12.25","令5.4.30","伊予松前","","990000","",""
"宝物産(株)","令4.12.28","令5.4.30","広島本店営業部","","225000","",""
"宝物産(株)","令4.12.28","令5.4.30","広島本店営業店","","5000000","",""
"東和工業(株)","令4.12.29","令5.4.30","北陸金沢問屋町","","2826335","",""
"東和工業(株)","令4.12.29","令5.4.30","北陸金沢問屋町","","5000000","",""
"石森工業(株)","令4.12.31","令5.4.30","静岡御殿場","","1650000","","(有)共栄産業"
"日軽興業(株)","令4.11.25","令5.5.5","常陽白河","","4658000","",""
"(株)グラベルクリーン","令4.12.28","令5.5.5","十六蘇原","","633446","",""
"(株)グラベルクリーン","令4.12.28","令5.5.5","十六蘇原","","5000000","",""
"(株)グラベルクリーン","令5.1.31","令5.6.5","十六蘇原","","2831443","",""
"(株)グラベルクリーン","令5.1.31","令5.6.5","十六蘇原","","10000000","",""
"計","","","","","","",""
