振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
トーヨーマテリア(株),5.2.27,5.6.5,りそな銀行,虎ノ門支店,19041320,,
トーヨーマテリア(株),5.3.15,5.6.25,りそな銀行,虎ノ門支店,1961960,,
トーヨーマテリア(株),5.3.27,5.7.5,りそな銀行,虎ノ門支店,6169994,,
トーヨーマテリア(株),5.4.17,5.7.25,りそな銀行,虎ノ門支店,2241162,,
トーヨーマテリア(株),5.4.25,5.8.5,りそな銀行,虎ノ門支店,16955088,,
トーヨーマテリア(株),5.5.15,5.8.25,りそな銀行,虎ノ門支店,2188340,,
トーヨーマテリア(株),5.5.25,5.9.5,りそな銀行,虎ノ門支店,14137176,,
新日本ホームズ(株),5.3.29,5.6.30,福岡銀行,折尾支店,5000000,,
新日本ホームズ(株),5.3.29,5.6.30,福岡銀行,折尾支店,5000000,,
新日本ホームズ(株),5.3.29,5.6.30,福岡銀行,折尾支店,2906850,,
新日本ホームズ(株),5.4.28,5.7.31,福岡銀行,折尾支店,5000000,,
新日本ホームズ(株),5.4.28,5.7.31,福岡銀行,折尾支店,5000000,,
新日本ホームズ(株),5.4.28,5.7.31,福岡銀行,折尾支店,5000000,,
新日本ホームズ(株),5.4.28,5.7.31,福岡銀行,折尾支店,3475820,,
新日本ホームズ(株),5.5.29,5.8.31,福岡銀行,折尾支店,5000000,,
新日本ホームズ(株),5.5.29,5.8.31,福岡銀行,折尾支店,4701120,,
(株)プライムトラス,5.2.28,5.6.30,三菱UFJ銀行,深川支店,11045277,,
(株)プライムトラス,5.3.31,5.7.31,三菱UFJ銀行,深川支店,5300064,,
(株)プライムトラス,5.4.27,5.8.31,三菱UFJ銀行,深川支店,3205781,,
(株)プライムトラス,5.5.31,5.9.30,三菱UFJ銀行,深川支店,14213129,,
野原住環境(株),5.3.31,5.6.30,八十二銀行,東京営業部,6394410,,8
野原住環境(株),5.4.28,5.7.31,八十二銀行,東京営業部,8255060,,
野原住環境(株),5.5.31,5.8.31,八十二銀行,東京営業部,11660000,,
計,,,,,,,
