"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"紀伊産業(株)","5.3.31","5.7.31","","","5439903","",""
"凸版印刷(株)","5.3.31","5.7.10","","","984614","",""
"阪神容器(株)","5.4.4","5.8.20","","","6448309","",""
"ファーマパック(株)","5.4.5","5.8.20","","","4170390","",""
"キョーラク(株)","5.4.6","5.8.10","","","7785290","",""
"日栄樹脂工業(株)","5.4.7","5.7.6","","","232650","",""
"第一化工(株)","5.4.7","5.8.16","","","445330","",""
"忠央商事(株)","5.4.18","5.8.20","","","279223","",""
"(株)佐藤アンプル製作所","5.4.18","5.8.31","","","729300","",""
"竹本容器(株)","5.4.20","5.8.5","","","2836934","",""
"三笠産業(株)","5.4.25","5.7.31","","","565488","",""
"協同硝子(株)","5.4.25","5.9.10","","","4908405","",""
"天龍化学工業(株)","5.4.26","5.8.5","","","1396340","",""
"(株)サンパック","5.4.26","5.6.30","","","7225687","",""
"中川産業(株)","5.4.28","5.8.31","","","303904","",""
"大商硝子(株)","5.4.28","5.8.20","","","2973847","",""
"フジモリ産業(株)","5.4.28","5.8.31","","","5000000","",""
"フジモリ産業(株)","5.4.28","5.8.31","","","3000000","",""
"フジモリ産業(株)","5.4.28","5.8.31","","","221968","",""
"(有)中林製作所","5.4.28","5.8.31","","","2960066","",""
"(株)グラセル","5.4.28","5.8.31","","","9107327","",""
"紀伊産業(株)","5.4.28","5.8.31","","","3237806","",""
"凸版印刷(株)","5.4.28","5.8.10","","","996336","",""
"計","","","","","","",""
