"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"トライウォールジャパン(株)","令5.3.27","令5.6.30","","","1852950","",""
"(株)アイケープラント","令4.12.28","令5.4.30","","","1515947","",""
"協和工業(株)","令5.2.28","令5.4.30","","","1036924","",""
"スガイ化学工業(株)","令5.3.13","令5.6.10","","","551760","",""
"井上リボン工業(株)","令5.2.17","令5.4.30","","","448727","",""
"松尾(株)","令5.1.11","令5.4.30","","","403240","",""
"スガイ化学工業(株)","令5.1.11","令5.4.10","","","376200","",""
"酒伊編織(株)","令5.2.16","令5.5.17","","","360187","",""
"松尾(株)","令5.2.14","令5.5.31","","","334705","",""
"山ロニット(株)","令5.1.16","令5.4.20","","","285670","",""
"その他","","","","","4073149","",""
"(計)","","","","","11239459","",""
"計","","","","","","",""
