"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)コージー本舗","令4.3.10","令4.7.3","みずほ銀行","浅草支店","13659800","",""
"(株)コスメナチュラルズ","令4.3.31","令4.7.10","三井生友銀行","浜松町支店","3678802","",""
"(袋)ピカソ美化学研究所","令4・3・31","令4.7.10","りそな銀行","西宮北口支店","623568","",""
"(株)コージー本舖","令4.4.10","令4.8.3","みずほ銀行","浅草支店","4299680","",""
"(株)コスメナチュラルズ","令4.4.28","令4.8.10","三井生友銀行","浜松町支店","2048266","",""
"(袋)ピカソ美化学研究所","令4・4・28","令4.8.10","りそな銀行","西宮北口支店","1294590","",""
"(株)コージー本舗","令4.5.10","令4.9.3","みずほ銀行","浅草支店","31181082","",""
"エルソルプロダクツ(株)","令4.5.31","令4.7.31","みずほ銀行","堂島支店","35406669","",""
"(袋)ピカソ美化学研究所","令4.5.31","令4.9.10","りそな銀行","西宮北口支店","1902494","",""
"(株)コスメナチュラルズ","令4.5.31","令4.9.10","三井住友銀行","浜松町支店","1466608","",""
"(株)コージー本舗","令4.6.10","令4.10.3","みずほ銀行","浅草支店","20603000","",""
"イリヤ化学(株)","令4.6.15","令4.8.31","三菱UFJ","今池支店","2482425","",""
"(株)コスメナチュラルズ","令4.6.30","令4.10.10","三井住友銀行","浜松町支店","1993464","",""
"(袋)ピカソ美化学研究所","令4.6.30","令4.10.10","りそな銀行","西宮北口支店","627594","",""
"エルソルプロダクツ(株)","令4.6.30","令4.8.31","みずほ銀行","堂島支店","24217584","",""
"手持手形計","","","","","145485626","",""
"計","","","","","145485626","",""
