振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
紅忠スチール(株),R.4.1.31,R.4.4.30,みずほ,内幸町,935641,,
紅忠スチール(株),R.4.2.28,R.4.5.31,みずほ,内幸町,1331410,,
紅忠スチール(株),R.4.3.31,R.4.6.30,みずほ,内幸町,945640,,
武田商事(株),R.4.1.31,R.4.5.31,八十二,深志,840092,,
(株)袴田商店,R.3.12.28,R.4.4.25,三島信金,二日町,1780695,,
(株)袴田商店,R.4.1.26,R.4.5.25,三島信金,二日町,662678,,
(株)袴田商店,R.4.2.25,R.4.6.25,三島信金,二日町,869915,,
(株)袴田商店,R.4.3.29,R.4.7.25,三島信金,二日町,2052211,,
石塚鉄板,R.4.2.15,R.4.5.31,山形,鶴岡,3000000,,
マツキファスナー(株),R.4.3.31,R.4.6.25,琉球,浦添,725795,,
マツキファスナー(株),R.3.12.15,R.4.4.15,中国,岡南,252921,,
マツキファスナー(株),R.4.1.15,R.4.5.15,中国,岡南,118281,,
(受取手形合計),,,,,13515279,,
計,,,,,13515279,,
