"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大政建設工業(株)","4.6.30","4.10.31","朝銀西信用組合","広島支店","437000","",""
"大政建設工業(株)","4.7.31","4.11.30","朝銀西信用組合","広島支店","242000","",""
"大政建設工業(株)","4.8.31","4.12.31","朝銀西信用組合","広島支店","260000","",""
"大政建設工業(株)","4.9.30","5.1.31","朝銀西信用組合","広島支店","348000","",""
"太陽工業(株)","4.9.25","4.12.25","三菱UFJ銀行","大阪中央支店","2150979","",""
"受取手形計","","","","","3437979","",""
"(株)ICHIKAWA","4.6.30","4.10.31","広島銀行","本店営業部","1184040","",""
"富野機工(株)","4.7.15","4.11.30","三菱UFJ銀行","福山支店","2282500","",""
"太陽工業(株)","4.7.25","4.10.25","三井住友銀行","備後町支店","2700000","",""
"太陽工業(株)","4.8.25","4.11.25","三菱UFJ銀行","大阪中央支店","2127967","",""
"割引手形計","","","","","8294507","",""
"合計","","","","","11732486","",""
