"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"南出メリヤス(株)","令4.11.14","令5.3.15","三井住友銀行","泉大津支店","1661797","",""
"(株)トゥルーアイ","令4.11.22","令5.2.23","三井住友銀行","美章園支店","1632433","",""
"室谷(株)","令5.1.5","令5.4.30","南都銀行","大阪北支店","1545600","",""
"リベラル服装(株)","令4.10.11","令5.2.10","りそな銀行","北浜支店","1459652","",""
"室谷(株)","令4.10.31","令5.2.28","南都銀行","大阪北支店","1448783","",""
"(株)トゥルーアイ","令5.1.23","令5.4.20","三井住友銀行","美章園支店","1407947","",""
"清川(株)","令4.11.18","令5.4.23","みずほ銀行","阿部野橋支店","1398852","",""
"室谷(株)","令4.11.30","令5.3.31","南都銀行","大阪北支店","1257461","",""
"その他","","","","","4800426","",""
"手持手形計","","","","","16612951","",""
"計","","","","","16612951","",""
