振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
宮野医療器(株),R4.5.16,R4.8.31,,,1721757,,
協和医科器械(株),R4.5.24,R4.8.31,,,1621609,,
(株)フジタ医科器械千葉支店,R4.5.25,R4.8.31,,,11286,,
(株)フジタ医科器械,R4.5.25,R4.8.31,,,477059,,
(株)やよい,R4.5.27,R4.8.31,,,471427,,
(有)中央医科器械,R4.5.30,R4.8.31,,,154792,,
(株)青木器械店,R4.5.9,R4.9.10,,,1673036,,
(株)ホギメディカル,R4.5.13,R4.9.20,,,4916615,,
受取手形,計,,,,84351193,,
(内　割引手形),,,,,,"(21,701,944円)",
(株)ムトウ,R4.3.31,R4.6.30,(株)全金電子債権ネットワーク,,1370837,,
〃,R4.4.28,R4.7.31,(株)全金電子債権ネットワーク,,1391027,,
〃,R4.5.31,R4.8.31,(株)全金電子債権ネットワーク,,1425254,,
(株)キシヤ,R4.3.30,R4.6.20,(株)全金電子債権ネットワーク,,2138244,,
〃,R4.4.28,R4.7.20,(株)全金電子債権ネットワーク,,2557733,,
〃,R4.5.30,R4.8.20,(株)全金電子債権ネットワーク,,2163708,,
カワニシ,R4.5.10,R4.8.10,(株)全金電子債権ネットワーク,,2484515,,
増田医科器械店,R4.3.31,R4.6.10,(株)全金電子債権ネットワーク,,681758,,
〃,R4.4.28,R4.7.10,(株)全金電子債権ネットワーク,,635723,,
〃,R4.5.31,R4.8.10,(株)全金電子債権ネットワーク,,363638,,
〃,,,(株)全金電子債権ネットワーク,,14190924,,
電子記録債権,計,,,,29403361,,
計,,,,,113754554,,
