振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
四国医療器(株)高知支店,R4.3.10,R4.6.5,,,502854,みずほ銀行自由が丘支店,
望星サイエンス(株),R4.3.30,R4.6.6,,,470250,みずほ銀行自由が丘支店,
(株)琉球光和,R4.3.16,R4.6.7,,,1375959,みずほ銀行自由が丘支店,
(株)青木器械店,R4.2.10,R4.6.10,,,1429598,,
(株)安中集栄堂,R4.3.10,R4.6.10,,,226431,みずほ銀行自由が丘支店,
(株)大黒,R4.3.11,R4.6.10,,,292259,みずほ銀行自由が丘支店,
(株)カワニシ,R4.3.11,R4.6.10,,,1594269,みずほ銀行自由が丘支店,
(株)カワニシ広島支店,R4.3.11,R4.6.10,,,405731,みずほ銀行自由が丘支店,
〃,R4.3.11,R4.6.10,,,43762,みずほ銀行自由が丘支店,
四国医療器(株),R4.3.11,R4.6.10,,,571379,みずほ銀行自由が丘支店,
マコト医科精機(株),R4.3.16,R4.6.10,,,283932,三井住友銀行自由が丘支店,
(株)エヒメ医療器,R4.4.11,R4.6.10,,,2000000,三井住友銀行自由が丘支店,
〃,R4.4.11,R4.6.10,,,94461,三井住友銀行自由が丘支店,
原田三誠メディカルサプライ(株),R4.3.14,R4.6.15,,,349030,みずほ銀行自由が丘支店,
カナヤ医科器械(株),R4.3.14,R4.6.15,,,612010,三井住友銀行自由が丘支店,
カナヤ医科器械(株)山口東(営),R4.3.14,R4.6.15,,,284042,三井住友銀行自由が丘支店,
カナヤ医科器械(株)北九州(営),R4.3.14,R4.6.15,,,171270,三井住友銀行自由が丘支店,
(株)イノメディックス,R4.3.16,R4.6.15,,,650694,三井住友銀行自由が丘支店,
日本メディカルプロダクツ(株),R4.3.24,R4.6.15,,,1714977,三井住友銀行自由が丘支店,
(株)常光,R4.3.17,R4.6.16,,,216007,三井住友銀行自由が丘支店,
(株)ホギメディカル,R4.2.9,R4.6.20,,,3000000,三井住友銀行自由が丘支店,
〃,R4.2.9,R4.6.20,,,227180,三井住友銀行自由が丘支店,
(株)カジノ医科工業,R4.3.4,R4.6.20,,,287100,三井住友銀行自由が丘支店,
計,,,,,,,
