振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
(株)アルファーシステム,5.7.31,5.11.30,,,2000000,,
(株)アルファーシステム,5.7.31,5.11.30,,,2000000,,
(株)ユタニ,5.8.18,5.12.31,,,1287269,,
(株)ユタニ,5.6.20,5.10.31,,,3274221,,
(株)ユタニ,5.5.19,5.9.30,,,987958,,
(株)JISEI,5.9.29,6.1.10,,,4323463,,
(株)JISEI,5.8.31,5.12.10,,,913837,,
(株)JISEI,5.7.31,5.11.10,,,798267,,
(株)JISEI,5.6.30,5.10.10,,,3019988,,
(株)正和,5.9.29,6.1.31,,,1161490,,
(株)此花,5.9.15,6.1.31,,,560314,,
(株)此花,5.8.16,5.12.31,,,1061036,,
(株)此花,5.7.18,5.11.30,,,173875,,
(株)此花,5.6.15,5.10.31,,,127192,,
(株)此花,5.5.15,5.9.30,,,208421,,
愛媛小林製薬(株),5.9.29,6.1.26,,,12985060,,
合計,,,,,175475845,,
