"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)池田理化","5.1.20","5.4.20","三井住友/日本橋","","1940004","",""
"(株)ユニオン","5.1.20","5.4.10","高崎信金/西","","496760","",""
"家田化学楽品(株)","5.1.20","5.4.20","三菱UFJ/春日町","","848502","",""
"江田商会(株)","5.1.20","5.4.20","三井住友/新横浜","","595320","",""
"廣瀬化学薬品(株)","5.1.20","5.4.15","三菱UFJ/三宮","","4841074","",""
"(株)伸和","5.1.20","5.4.20","十六/今池","","486530","",""
"アズサイエンス(株)","5.1.19","5.4.16","八十二/南松木","","11780109","",""
"アルフレッサ篠原化学(株)","5.1.17","5.4.10","りそな/本郷","","2110614","",""
"(株)シバタインテック","5.1.17","5.4.10","岩手/仙台","","1902670","",""
"(株)ムトウ","5.1.16","5.4.10","北海道/札幌駅前","","2270301","",""
"四国薬業(株)","5.1.30","5.4.30","伊予/本店営業部","","310178","",""
"(株)ディーソルメディックス","5.1.31","5.5.5","東京シティ/本店","","3737349","",""
"中北薬品(株)","5.1.26","5.3.31","三菱UFJ/大津町","","2650758","",""
"(株)栗原医療器械店","5.1.31","5.4.30","群馬/太田","","1619376","",""
"竹内化学(株)","5.1.25","5.4.25","紀陽/屋形","","872245","",""
"京都和光純薬(株)","5.1.31","5.4.30","滋賀/九条","","712844","",""
"(株)スズケン","5.1.31","5.3.31","三菱UFJファクター","","15395545","",""
"東北化学薬品(株)","5.1.31","5.4.30","東北化学薬品(株)","","1939586","",""
"ティーエスアルフレッサ(株)","5.1.31","5.4.20","三菱UFJ/広島中央","","4459224","",""
"石黒メディカルシステム(株)","5.1.31","5.4.20","三井住友/京都","","451627","",""
"林純薬工業(株)","5.1.31","5.5.31","商工中金/大阪","","615329","",""
"八洲貿易(株)","5.1.31","5.4.30","みずほ/赤坂","","206184","",""
"(株)矢沢科学","5.2.15","5.5.12","みずほ/本郷","","182903","",""
"計","","","","","","",""
