振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
タカラ(京都営業所),,R5.10.15,,,202607,,
タカラ大阪,,R5.10.15,,,92048,,
新大阪シール,,R5.10.15,,,138699,,
カンサイタカラ印刷,,R5.10.20,,,2330290,,
タカラ印刷(横浜),,R5.10.20,,,233200,,
トキワアート印刷,,R5.10.20,,,511454,,
ロビン,,R5.10.25,,,105999,,
まつよ,,R5.10.31,,,579260,,
タカラ(京都営業所),,R5.11.15,,,87514,,
タカラ大阪,,R5.11.15,,,62898,,
タカラ印刷(横浜),,R5.11.15,,,119482,,
カンサイタカラ印刷,,R5.11.20,,,2161643,,
トキワアート印刷,,R5.11.20,,,471755,,
フジマーク,,R5.11.30,,,171138,,
新大阪シール,,R5.11.15,,,146157,,
永坂シール,,R5.10.20,,,1000631,,
ダイキョウ,,R5.10.25,,,1163352,,
まつよ,,R5.11.30,,,432850,,
関西ラベル,,R5.11.30,,,107030,,
カンサイタカラ印刷,,R5.12.20,,,2252283,,
タカラ印刷(横浜),,R5.12.15,,,299673,,
永坂シール,,R5.11.20,,,865964,,
ダイキョウ,,R5.11.25,,,285805,,
計,,,,,,,
