"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"受取手形　計","","","","","11660714","",""
"(株)紀之川鉄工所","R4.10.17","R5.2.25","紀陽銀行堀止","","161376","商工組合中央金庫和歌山","割引手形"
"(有)土岐鐵工所","R4.10.20","R5.2.25","紀陽銀行湯浅","","357355","商工組合中央金庫和歌山","割引手形"
"(株)小松原","R4.11.15","R5.2.27","紀陽銀行堀止","","180490","商工組合中央金庫和歌山","割引手形"
"南海鐵工(株)","R4.10.20","R5.2.28","みずほ銀行和歌山","","387726","商工組合中央金庫和歌山","割引手形"
"(株)吉田金物商店","R4.12.10","R5.2.28","紀陽銀行海南駅前","","114239","商工組合中央金庫和歌山","割引手形"
"(株)神洋","R4.10.31","R5.3.6","紀陽銀行尾崎","","384480","商工組合中央金庫和歌山","割引手形"
"アカツキ・マキナ(株)","R4.10.31","R5.3.10","りそな銀行萩ノ茶屋","","134671","商工組合中央金庫和歌山","割引手形"
"池田鉄工所","R4.12.10","R5.3.10","紀陽銀行古備","","306253","商工組合中央金庫和歌山","割引手形"
"割引手形　計","","","","","2026590","",""
