"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)赤木鉄工所","令5.6.26","令5.8.20","","","20000000","宮崎銀行",""
"(株)鎌田建築","令5.3.27","令5.8.5","","","1167300","〃",""
"(株)共立電機製作所","令5.1.16","令5.7.15","","","4701990","〃",""
"〃","令5.3.10","令5.9.15","","","20000000","〃",""
"〃","令5.2.13","令5.8.15","","","5000000","〃",""
"共同日ノ出産業(株)","令5.2.21","令5.7.21","","","2472412","〃",""
"〃","令5.5.21","令5.10.21","","","4848511","〃",""
"大淀開発(株)","令5.5.25","令5.9.20","","","5000000","〃",""
"自見産業(株)","令5.2.27","令5.7.10","","","4577171","〃",""
"その他","","","","","6676882","西日本シティ銀行",""
"〃","","","","","6779547","宮崎銀行",""
"割引手形計","","","","","147944696","",""
"合計","","","","","175015994","",""
