"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"シンコー印刷(株)","R4.12.26","R5.3.5","","","1134828","",""
"協同精版印刷(株)","R4.11.25","R5.3.10","","","1889195","",""
"(株)DNP四国","R4.12.30","R5.3.31","","","1642608","",""
"(株)ウィル・コーポレーション","R4.11.30","R5.3.31","","","531199","",""
"協同精版印刷(株)","R4.12.26","R5.4.10","","","2000000","",""
"協同精版印刷(株)","R4.12.26","R5.4.10","","","1320530","",""
"香川印刷(株)","R4.12.25","R5.4.10","","","763510","",""
"(株)廣陽本社","R5.1.10","R5.4.25","","","1112606","",""
"シンコー印刷(株)","R5.1.25","R5.4.30","","","1227500","",""
"(株)DNP四国","R5.1.31","R5.4.30","","","3000000","",""
"(株)DNP四国","R5.1.31","R5.4.30","","","895356","",""
"アイプリックス(株)","R4.12.28","R5.4.30","","","308140","",""
"(株)ウイル・コーポレーション","R4.12.30","R5.4.30","","","500269","",""
"協同精版印刷(株)","R5.1.25","R5.5.10","","","5000000","",""
"協同精版印刷(株)","R5.1.25","R5.5.10","","","1372625","",""
"香川印刷(株)","R5.2.1","R5.5.10","","","122430","",""
"シンコー印刷(株)","R5.2.27","R5.5.31","","","1302822","",""
"(株)DNP四国","R5.2.28","R5.5.31","","","1893906","",""
"アイプリックス(株)","R5.1.31","R5.5.31","","","345950","",""
"(株)ウイル・コーポレーション","R5.1.31","R5.5.31","","","703780","",""
"(株)ウイル・コーポレーション","R5.1.31","R5.5.31","","","194761","",""
"協同精版印刷(株)","R5.2.27","R5.6.10","","","2000000","",""
"計","","","","","","",""
