file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,買掛金,買掛金,大王パッケージ株式会社,豊橋市明海町4-66,4062461,,,,,,,,,,,,,,,,
,,,2,〃,〃,株式会社エムパック,小牧市小木1-1,623023,,,,,,,,,,,,,,,,
,,,3,〃,〃,クラウンパッケージ株式会社,小牧市大字小針3-67,696299,,,,,,,,,,,,,,,,
,,,4,〃,〃,株式会社エーワンパッケージ,可児市広見字五反田1302,956596,,,,,,,,,,,,,,,,
,,,5,〃,〃,株式会社アサダユウ,名古屋市北区平安通3-4,1431933,,,,,,,,,,,,,,,,
,,,6,〃,〃,その他,,7478788,,,,,,,,,,,,,,,,
,,,7,計,計,,,15249100,,,,,,,,,,,,,,,,
,,,8,未払金,未払金,トヨタファイナンス株式会社,東京都江東区東陽6丁目3番2号,111800,車両大,,,,,,,,,,,,,,,
,,,9,〃,〃,岐阜トヨタ自動車株式会社,岐阜市金園町9丁目28番地,3720600,車両大,,,,,,,,,,,,,,,
,,,10,計,計,,,3832400,,,,,,,,,,,,,,,,
,,,11,未払費用,未払費用,株式会社油茂商店,岐阜市長良松風町,144078,,,,,,,,,,,,,,,,
,,,12,〃,〃,その他,,113650,,,,,,,,,,,,,,,,
,,,13,計,計,,,257728,,,,,,,,,,,,,,,,
