file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,株式会社KVK,岐阜市黒野308,1910244,,,,,,,,,,,,,,,,
,,,2,〃,〃,稲葉ピーナッツ株式会社,岐阜市六条大溝4-2-5,1781074,,,,,,,,,,,,,,,,
,,,3,〃,〃,株式会社でんすん堂済秀,大垣市林町4-45-5,3261947,,,,,,,,,,,,,,,,
,,,4,〃,〃,藤沢工業株式会社,各務原市蘇原北陽町5-32,999992,,,,,,,,,,,,,,,,
,,,5,〃,〃,亀山ビード株式会社,亀山市太岡寺町820番地の6,671440,,,,,,,,,,,,,,,,
,,,6,〃,〃,その他,,10657285,,,,,,,,,,,,,,,,
,,,7,計,計,,,19281982,,,,,,,,,,,,,,,,
,,,8,不渡手形,不渡手形,株式会社アートセンター,,1,,,,,,,,,,,,,,,,
,,,9,計,計,,,1,,,,,,,,,,,,,,,,
