"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"武蔵オイルシール工業(株)","5.1.17","5.5.20","","","559483","",""
"(株)エースパッケージ","5.1.17","5.5.31","","","477740","",""
"(株)ゴードー","5.1.27","5.5.31","","","487430","",""
"(有)ディアー","5.1.31","5.5.31","","","370711","",""
"小田原紙器工業(株)","5.1.31","5.5.31","","","357674","",""
"(株)ジェイパック","5.2.9","5.5.10","","","357033","",""
"ザ・パック(株)","5.2.10","5.5.31","","","431104","",""
"丸東産業(株)","5.2.16","5.5.31","","","306504","",""
"(株)キタザワ","5.2.10","5.5.25","","","344122","",""
"山浦紙器印刷(株)","5.2.20","5.5.20","","","450624","",""
"渡部産業(株)","2.2.21","5.5.20","","","557923","",""
"(株)明巧","5.2.28","5.5.10","","","437580","",""
"(株)大野紙器","5.3.16","5.5.31","","","522730","",""
"(株)北原産業","5.3.20","5.5.1","","","353072","",""
"大豊紙器印刷(株)","5.2.6","5.6.5","","","330400","",""
"(株)あかね書房","5.3.7","5.6.6","","","300000","",""
"(株)シェーネプリント","5.3.10","5.6.5","","","343618","",""
"近代紙業(株)","5.3.20","5.6.30","","","332970","",""
"渡部産業(株)","5.3.22","5.6.30","","","423280","",""
"(株)新藤慶昌堂","5.3.27","5.6.30","","","402746","",""
"富士包装資材(株)","5.3.31","5.6.30","","","459800","",""
"(株)北原産業","5.4.18","5.6.5","","","502813","",""
"同上","5.4.18","5.6.13","","","473821","",""
"合計","","","","","","",""
