"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ヤマゼンクリエイト株式会社","R5.2.10","R5.6.10","りそな銀行大阪西区支店","","1018834","",""
"ダイニック・ジュノ株式会社","R5.3.31","R5.6.30","三井住友銀行池袋東口支店","","149600","",""
"ライフサイエンス出版株式会社","R5.4.28","R5.6.30","三井住友銀行池袋東口支店","","153120","",""
"ヤマゼンクリエイト株式会社","R5.3.10","R5.7.10","りそな銀行大阪西区支店","","5000000","",""
"〃","R5.3.10","R5.7.10","りそな銀行大阪西区支店","","1184310","",""
"〃","R5.4.10","R5.8.10","りそな銀行大阪西区支店","","1119250","",""
"〃","R5.5.15","R5.9.10","りそな銀行大阪西区支店","","2630980","",""
"受取手形計","","","","","11256094","",""
"(株)大伸社","R5.3.10","R5.7.10","三菱UFJ銀行上六支店","","1240299","",""
"株式会社コーエー","R5.4.30","R5.7.31","みずほ銀行柏支店","","492075","",""
"〃","R5.5.31","R5.8.31","みずほ銀行柏支店","","6382303823","",""
"電子記録債権計","","","","","1896197","",""
"計","","","","","13152291","",""
