"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"手持電子記録債権","","","","","","",""
"ナミデン(株)","R5.3.31","R5.7.31","","","9313","00038JB200032E00009",""
"ナミデン(株)","R5.6.30","R5.10.31","","","1053404","00038JB20003AB00000",""
"三親電材(株)","R5.6.30","R5.11.10","","","1798511","0000DPSH0001T100007",""
"手持電子記録債権計","","","","","2861228","",""
"裏書電子記録債権","","","","","","",""
"ナミデン(株)","R5.3.31","R5.7.31","","","104020","三親電材(株)",""
"ナミデン(株)","R5.3.31","R5.7.31","","","164252","(株)立基",""
"ナミデン(株)","R5.4.30","R5.8.31","","","197737","水谷建設工業(株)000038JB200035000008",""
"ナミデン(株)","R5.4.30","R5.8.31","","","73589","三親電材(株)000038JB200035000008",""
"ナミデン(株)","R5.5.31","R5.9.30","","","1575332","日本ハイコン(株)000038JB200037Q00004",""
"三親電材(株)","R5.2.28","R5.7.10","","","703978","日本ハイコン(株)0000DPSH0001HL0000",""
"三親電材(株)","R5.3.31","R5.8.10","","","972950","昭和セメント工業(株)0000DPSH0001KY00005",""
"三親電材(株)","R5.4.30","R5.9.10","","","274365","水谷建設工業(株)0000DPSH0001NS00007",""
"三親電材(株)","R5.4.30","R5.9.10","","","637942","昭和セメント工業(株)0000DPSH0001NS00007",""
"三親電材(株)","R5.4.30","R5.9.10","","","583044","日本ハイコン(株)0000DPSH0001NS00007",""
"三親電材(株)","R5.5.31","R5.10.10","","","107800","(有)銘板センター山陰0000DPSH0001R400000",""
"三親電材(株)","R5.5.31","R5.10.10","","","732803","(株)竹谷商事0000DPSH0001R400000",""
"三親電材(株)","R5.5.31","R5.10.10","","","509674","昭和セメント工業(株)0000DPSH0001R400000",""
"三親電材(株)","R5.5.31","R5.10.10","","","43884","日本ハイコン(株)0000DPSH0001R400000",""
"裏書電子記録債権計","","","","","6681370","",""
"計","","","","","","",""
