"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"熊毛生コンクリート(株)","4.12.20","5.4.20","鹿児島相互信用金庫","本店","518678","",""
"熊毛生コンクリート(株)","4.12.20","5.4.20","鹿児島相互信用金庫","本店","2693502","",""
"熊毛生コンクリート(株)","5.1.20","5.4.20","鹿児島相互信用金庫","本店","10000000","",""
"熊毛生コンクリート(株)","5.1.20","5.4.20","鹿児島相互信用金庫","本店","4866280","",""
"熊毛生コンクリート(株)","5.1.20","5.5.20","鹿児島相互信用金庫","本店","1480907","",""
"熊毛生コンクリート(株)","5.1.20","5.5.20","鹿児島相互信用金庫","本店","3510757","",""
"熊毛生コンクリート(株)","5.2.20","5.6.20","鹿児島相互信用金庫","本店","2693657","",""
"熊毛生コンクリート(株)","5.3.20","5.6.20","鹿児島相互信用金庫","本店","10000000","",""
"熊毛生コンクリート(株)","5.3.20","5.6.20","鹿児島相互信用金庫","本店","5000000","",""
"熊毛生コンクリート(株)","5.3.20","5.6.20","鹿児島相互信用金庫","本店","433000","",""
"熊毛生コンクリート(株)","5.3.20","5.7.20","鹿児島相互信用金庫","本店","4517928","",""
"熊毛生コンクリート(株)","5.3.20","5.7.20","鹿児島相互信用金庫","本店","1215555","",""
"合計","","","","","46930264","",""
