"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"計","","","","","431970995","",""
"塚本建材(株)","5.8.15","5.9.20","","","3813315","","割引手形"
"(有)増島建材工業","5.8.15","5.9.25","","","1700000","","割引手形"
"植田商事(株)","5.8.15","5.9.10","","","132770","","割引手形"
"ウチダ商事(株)","5.8.30","5.9.30","","","9327033","","割引手形"
"東和アークス(株)","5.8.30","5.9.30","","","10000000","","割引手形"
"","5.8.30","5.9.30","","","5000000","","割引手形"
"野原産業セメント(株)","5.8.30","5.9.30","","","8048819","","割引手形"
"日興産業(株)","5.8.30","5.10.2","","","9941800","","割引手形"
"(株)JーcraneIead","5.8.30","5.9.30","","","5000000","","割引手形"
"東信建材(株)","5.8.30","5.9.30","","","3779756","","割引手形"
"計","","","","","56743493","",""
"合計","","","","","488714488","",""
