"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)東亜鍛工所","令5.3.31","令5.7.31","","","529340","",""
"(小計(受取手形))","","","","","529340","",""
"中越通運(株)","令4.12.20","令5.4.20","","","300000","愛知銀行道徳支店","割引手形"
"中越通運(株)","令5.1.22","令5.5.20","","","235000","愛知銀行道徳支店","割引手形"
"中越通運(株)","令5.2.20","令5.6.20","","","315000","愛知銀行道徳支店","割引手形"
"(株)東亜鍛工所","令4.12.28","令5.4.30","","","759340","愛知銀行道徳支店","割引手形"
"(株)東亜鍛工所","令5.1.31","令5.5.31","","","529340","愛知銀行道徳支店","割引手形"
"(株)東亜鍛工所","令5.2.28","令5.6.30","","","429340","愛知銀行道徳支店","割引手形"
"(小計(割引手形))","","","","","2568020","",""
"計","","","","","3097360","",""
