"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"兵神機械工業(株)","R5.3.31","R5.7.31","広島銀行/音戸","","574683","",""
"井澤金属株式会社","R5.3.31","R5.7.31","広島銀行/音戸","","5595871","広島銀行/音戸",""
"(株)シンコー","R5.4.17","R5.8.10","広島銀行/音戸","","569670","",""
"井澤金属株式会社","R5.4.28","R5.8.31","広島銀行/音戸","","2746440","広島銀行/音戸",""
"ニデック大豊機工株式会社","R5.4.28","R5.8.31","広島銀行/音戸","","331320","",""
"栗本商事株式会社","R5.4.28","R5.8.31","広島銀行/音戸","","1087109","",""
"東洋計器(株)","R5.5.31","R5.8.31","広島銀行/音戸","","11147636","",""
"兵神機械工業(株)","R5.4.30","R5.8.31","広島銀行/音戸","","212589","",""
"東洋計器(株)","R5.5.31","R5.8.31","広島銀行/音戸","","24602719","",""
"(株)シンコー","R5.5.15","R5.9.10","広島銀行/音戸","","5379670","",""
"兵神機械工業(株)","R5.5.31","R5.9.30","広島銀行/音戸","","449767","",""
"株式会社ウォーターデバイス","R5.5.31","R5.9.30","広島銀行/音戸","","849044","",""
"栗本商事株式会社","R5.5.31","R5.9.30","広島銀行/音戸","","3247701","",""
"東洋計器(株)","R5.6.30","R5.9.30","広島銀行/音戸","","30409999","",""
"井澤金属株式会社","R5.5.31","R5.10.2","広島銀行/音戸","","5653818","広島銀行/音戸",""
"三和ハイドロテック(株)","R5.5.20","R5.10.5","広島銀行/音戸","","921246","",""
"(株)シンコー","R5.6.15","R5.10.10","広島銀行/音戸","","3239670","",""
"(株)ウォーターデバイス","R5.6.30","R5.10.31","広島銀行/音戸","","1243037","",""
"栗本商事株式会社","R5.6.30","R5.10.31","広島銀行/音戸","","2744873","",""
"兵神機械工業(株)","R5.6.30","R5.10.31","広島銀行/音戸","","271223","",""
"井澤金属(株)","R5.6.30","R5.10.31","広島銀行/音戸","","1430382","広島銀行/音戸",""
"電子記録債権計","","","","","112785854","",""
"計","","","","","126220269","",""
